latent_id,annotation,rank,n_positive,n_negative,activation_prevalence,mean_activation_positive,mean_activation_negative,point_biserial_r,point_biserial_p,auroc,fisher_odds_ratio,fisher_p,q_value,activation_threshold,fire_count_positive,fire_count_negative,any_active_positive,any_active_negative
155,has_ps00135,935,10760,27558,0.15410512030899315,0.03467264398932457,0.29314547777175903,-0.1787245528935381,1.787813441439056e-272,0.4282050651670515,0.22191377412513244,1.0,1.0,0.0,0.05408921837806702,1.5701792240142822,0.0508364312267658,0.19442630089266275
156,has_ps00135,941,10760,27558,0.3598047914818101,0.14945179224014282,1.0619981288909912,-0.18724527554958642,2.441289903168994e-299,0.4000130309821718,0.38680514423981965,1.0,1.0,0.0,0.24033457040786743,1.3070977926254272,0.21598513011152418,0.4159590681471805
159,has_ps00135,959,10760,27558,0.45926196565582755,0.10382168740034103,0.7591226100921631,-0.3979180370697678,0.0,0.2793722283869829,0.11821155261132968,1.0,1.0,0.0,0.18931226432323456,2.325894594192505,0.14191449814126395,0.5831700413672981
160,has_ps00135,965,10760,27558,0.16149068322981366,0.0494367741048336,0.25960573554039,-0.17337945883724548,2.662900146161552e-256,0.4290147397135504,0.2504165447784457,1.0,1.0,0.0,0.06236059591174126,0.7946149706840515,0.05938661710037175,0.20135713767327093
162,has_ps00135,977,10760,27558,0.22968317761887364,0.06259863078594208,0.34355419874191284,-0.1963765945081818,0.0,0.4080965397481378,0.2759907614900341,1.0,1.0,0.0,0.10864312201738358,0.7250163555145264,0.09749070631970261,0.28129762682342696
164,has_ps00135,989,10760,27558,0.2521269377316144,0.11049409955739975,0.4867236018180847,-0.16541544889543192,3.6197230497380818e-233,0.42008238926160735,0.37629584282257794,1.0,1.0,0.0,0.15390335023403168,0.40601640939712524,0.13717472118959106,0.29700994266637637
166,has_ps00135,1001,10760,27558,0.32900986481549144,0.17321963608264923,0.56081223487854,-0.12991837833878198,7.279914969851885e-144,0.4320833943739072,0.5187029062383665,1.0,1.0,0.0,0.268959105014801,0.6811814904212952,0.23131970260223048,0.3671529138544161
167,has_ps00135,1007,10760,27558,0.7637141813247038,0.5951886773109436,1.364998698234558,-0.31203897040052075,0.0,0.3525190433100745,0.2229795155887944,1.0,1.0,0.0,1.3274163007736206,4.358371257781982,0.5515799256505576,0.8465418390304086
169,has_ps00135,1019,10760,27558,0.19591314786784278,0.1014324203133583,0.36598819494247437,-0.11764041604627311,3.881770679122797e-118,0.4480503438371683,0.4747532237689694,1.0,1.0,0.0,0.13615241646766663,0.4365701377391815,0.12118959107806691,0.2250889034037303
172,has_ps00135,1037,10760,27558,0.0954903700610679,0.03947766497731209,0.30002081394195557,-0.08308549990668067,1.1319866563832127e-59,0.4728321996648637,0.4800452809885553,1.0,1.0,0.0,0.058736059814691544,0.15138979256153107,0.05641263940520446,0.11074824007547718
173,has_ps00135,1043,10760,27558,0.2046557753536197,0.06742264330387115,0.2968193590641022,-0.15359744734760047,6.010342410171343e-201,0.43105283388789206,0.3666010506565151,1.0,1.0,0.0,0.12072490900754929,0.8803251385688782,0.10548327137546469,0.24337760359968066
177,has_ps00135,1067,10760,27558,0.8118899733806566,0.5302839875221252,0.8745638728141785,-0.1172350009638375,2.476684546790163e-117,0.4490252966976578,0.5360404376354477,1.0,1.0,0.0,1.565892219543457,4.029029846191406,0.7385687732342008,0.8405181798388852
